Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_50,SMA_200
1927-12-30 00:00:00-05:00,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,0,0.0,0.0,,
1928-01-03 00:00:00-05:00,17.760000228881836,17.760000228881836,17.760000228881836,17.760000228881836,0,0.0,0.0,,
1928-01-04 00:00:00-05:00,17.719999313354492,17.719999313354492,17.719999313354492,17.719999313354492,0,0.0,0.0,,
1928-01-05 00:00:00-05:00,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,0,0.0,0.0,,
1928-01-09 00:00:00-05:00,17.5,17.5,17.5,17.5,0,0.0,0.0,,
1928-01-10 00:00:00-05:00,17.3700008392334,17.3700008392334,17.3700008392334,17.3700008392334,0,0.0,0.0,,
1928-01-11 00:00:00-05:00,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,0,0.0,0.0,,
1928-01-12 00:00:00-05:00,17.469999313354492,17.469999313354492,17.469999313354492,17.469999313354492,0,0.0,0.0,,
1928-01-13 00:00:00-05:00,17.579999923706055,17.579999923706055,17.579999923706055,17.579999923706055,0,0.0,0.0,,
1928-01-16 00:00:00-05:00,17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344,0,0.0,0.0,,
1928-01-17 00:00:00-05:00,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,0,0.0,0.0,,
1928-01-18 00:00:00-05:00,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,0,0.0,0.0,,
1928-01-19 00:00:00-05:00,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,0,0.0,0.0,,
1928-01-20 00:00:00-05:00,17.479999542236328,17.479999542236328,17.479999542236328,17.479999542236328,0,0.0,0.0,,
1928-01-23 00:00:00-05:00,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,0,0.0,0.0,,
1928-01-24 00:00:00-05:00,17.709999084472656,17.709999084472656,17.709999084472656,17.709999084472656,0,0.0,0.0,,
1928-01-25 00:00:00-05:00,17.520000457763672,17.520000457763672,17.520000457763672,17.520000457763672,0,0.0,0.0,,
1928-01-26 00:00:00-05:00,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,0,0.0,0.0,,
1928-01-27 00:00:00-05:00,17.690000534057617,17.690000534057617,17.690000534057617,17.690000534057617,0,0.0,0.0,,
1928-01-30 00:00:00-05:00,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,0,0.0,0.0,,
1928-01-31 00:00:00-05:00,17.56999969482422,17.56999969482422,17.56999969482422,17.56999969482422,0,0.0,0.0,,
1928-02-01 00:00:00-05:00,17.530000686645508,17.530000686645508,17.530000686645508,17.530000686645508,0,0.0,0.0,,
1928-02-03 00:00:00-05:00,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,0,0.0,0.0,,
1928-02-06 00:00:00-05:00,17.450000762939453,17.450000762939453,17.450000762939453,17.450000762939453,0,0.0,0.0,,
1928-02-07 00:00:00-05:00,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,0,0.0,0.0,,
1928-02-10 00:00:00-05:00,17.540000915527344,17.540000915527344,17.540000915527344,17.540000915527344,0,0.0,0.0,,
1928-02-17 00:00:00-05:00,17.040000915527344,17.040000915527344,17.040000915527344,17.040000915527344,0,0.0,0.0,,
1928-02-20 00:00:00-05:00,16.950000762939453,16.950000762939453,16.950000762939453,16.950000762939453,0,0.0,0.0,,
1928-02-21 00:00:00-05:00,17.110000610351562,17.110000610351562,17.110000610351562,17.110000610351562,0,0.0,0.0,,
1928-02-23 00:00:00-05:00,17.1299991607666,17.1299991607666,17.1299991607666,17.1299991607666,0,0.0,0.0,,
1928-02-24 00:00:00-05:00,17.18000030517578,17.18000030517578,17.18000030517578,17.18000030517578,0,0.0,0.0,,
1928-02-28 00:00:00-05:00,17.15999984741211,17.15999984741211,17.15999984741211,17.15999984741211,0,0.0,0.0,,
1928-03-06 00:00:00-05:00,17.670000076293945,17.670000076293945,17.670000076293945,17.670000076293945,0,0.0,0.0,,
1928-03-09 00:00:00-05:00,17.93000030517578,17.93000030517578,17.93000030517578,17.93000030517578,0,0.0,0.0,,
1928-03-12 00:00:00-05:00,18.0,18.0,18.0,18.0,0,0.0,0.0,,
1928-03-13 00:00:00-05:00,17.920000076293945,17.920000076293945,17.920000076293945,17.920000076293945,0,0.0,0.0,,
1928-03-15 00:00:00-05:00,18.06999969482422,18.06999969482422,18.06999969482422,18.06999969482422,0,0.0,0.0,,
1928-03-16 00:00:00-05:00,18.26000022888184,18.26000022888184,18.26000022888184,18.26000022888184,0,0.0,0.0,,
1928-03-19 00:00:00-05:00,18.36000061035156,18.36000061035156,18.36000061035156,18.36000061035156,0,0.0,0.0,,
1928-03-20 00:00:00-05:00,18.459999084472656,18.459999084472656,18.459999084472656,18.459999084472656,0,0.0,0.0,,
1928-03-21 00:00:00-05:00,18.649999618530277,18.649999618530277,18.649999618530277,18.649999618530277,0,0.0,0.0,,
1928-03-22 00:00:00-05:00,18.600000381469727,18.600000381469727,18.600000381469727,18.600000381469727,0,0.0,0.0,,
1928-03-23 00:00:00-05:00,18.780000686645508,18.780000686645508,18.780000686645508,18.780000686645508,0,0.0,0.0,,
1928-03-26 00:00:00-05:00,19.049999237060547,19.049999237060547,19.049999237060547,19.049999237060547,0,0.0,0.0,,
1928-03-27 00:00:00-05:00,18.940000534057617,18.940000534057617,18.940000534057617,18.940000534057617,0,0.0,0.0,,
1928-03-28 00:00:00-05:00,18.88999938964844,18.88999938964844,18.88999938964844,18.88999938964844,0,0.0,0.0,,
1928-03-29 00:00:00-05:00,18.950000762939453,18.950000762939453,18.950000762939453,18.950000762939453,0,0.0,0.0,,
1928-03-30 00:00:00-05:00,19.280000686645508,19.280000686645508,19.280000686645508,19.280000686645508,0,0.0,0.0,,
1928-04-02 00:00:00-05:00,18.90999984741211,18.90999984741211,18.90999984741211,18.90999984741211,0,0.0,0.0,,
1928-04-03 00:00:00-05:00,19.020000457763672,19.020000457763672,19.020000457763672,19.020000457763672,0,0.0,0.0,17.83180004119873,
1928-04-04 00:00:00-05:00,18.989999771118164,18.989999771118164,18.989999771118164,18.989999771118164,0,0.0,0.0,17.85840003967285,
1928-04-05 00:00:00-05:00,19.229999542236328,19.229999542236328,19.229999542236328,19.229999542236328,0,0.0,0.0,17.887800025939942,
1928-04-09 00:00:00-05:00,19.270000457763672,19.270000457763672,19.270000457763672,19.270000457763672,0,0.0,0.0,17.918800048828125,
1928-04-10 00:00:00-05:00,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,0,0.0,0.0,17.949800071716307,
1928-04-11 00:00:00-05:00,19.440000534057617,19.440000534057617,19.440000534057617,19.440000534057617,0,0.0,0.0,17.98860008239746,
1928-04-12 00:00:00-05:00,19.40999984741211,19.40999984741211,19.40999984741211,19.40999984741211,0,0.0,0.0,18.029400062561034,
